"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine_quality","wine_quality_num","P"
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6,"good",1,0.423566979724292
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,"bad",0,0.652725213578693
5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6,"good",1,0.943159539533112
5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5,"bad",0,0.904864684653358
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,"good",1,0.561780668973159
7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5,"bad",0,0.61919096096422
7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,"good",1,0.838822461231858
7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,"bad",0,0.697451433168536
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6,"good",1,0.94339032866474
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,"good",1,0.899474826664882
6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,"good",1,0.919448144309197
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5,"bad",0,0.554307665945718
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,"good",1,0.843067987024891
6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6,"good",1,0.922371044583638
6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,"good",1,0.859928389638463
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,"good",1,0.363495911705268
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,"bad",0,0.916246295670294
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,"good",1,0.827719794189549
6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,"good",1,0.82117117945145
6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6,"good",1,0.104382119988884
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,"good",1,0.363495911705268
5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7,"good",1,0.950721223585213
7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,"good",1,0.898565335418259
5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,"bad",0,0.912814638272377
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,"good",1,0.524906133723808
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,"good",1,0.524906133723808
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,"good",1,0.524906133723808
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,"good",1,0.665514057736659
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,"good",1,0.524906133723808
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,"good",1,0.665514057736659
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,"good",1,0.975395640166282
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,"good",1,0.524906133723808
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,"good",1,0.961877149337743
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,"good",1,0.937787299151205
7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6,"good",1,0.926138833226258
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,"good",1,0.924313196188418
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,"bad",0,0.568947254613999
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,"good",1,0.924313196188418
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,"good",1,0.954916123787054
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,"good",1,0.789799685812066
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,"good",1,0.948315134271467
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,"bad",0,0.568947254613999
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,"good",1,0.924313196188418
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,"good",1,0.954916123787054
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,"good",1,0.839562691038907
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,"good",1,0.882069739123677
5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6,"good",1,0.933251148374044
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7,"good",1,0.901659018670876
6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,"good",1,0.940997726934403
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,"good",1,0.610198866894472
7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,"good",1,0.785510962118924
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,"good",1,0.805585293429092
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,"good",1,0.872727148322397
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,"good",1,0.910377794794738
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8,"good",1,0.923249213365899
7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6,"good",1,0.732607603074628
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,"good",1,0.805585293429092
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,"bad",0,0.787920339148554
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6,"good",1,0.507152382305618
8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4,"bad",0,0.664591834001516
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,"good",1,0.926458708402995
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,"good",1,0.862882545279043
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,"bad",0,0.567108332160686
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,"good",1,0.926458708402995
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,"good",1,0.884468150337347
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,"good",1,0.908090161421676
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,4,"bad",0,0.593286076236784
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7,"good",1,0.934216377574454
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,"good",1,0.826695846674945
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,"bad",0,0.61169413655223
5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7,"good",1,0.946479036732788
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,"good",1,0.893278330352131
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,"good",1,0.862882545279043
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,"bad",0,0.567108332160686
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,"bad",0,0.699675623409459
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,"good",1,0.785510887624268
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,"good",1,0.742143277110848
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,"good",1,0.940606947645341
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,"good",1,0.742143277110848
6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,7,"good",1,0.92458739036278
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,"good",1,0.922752029845636
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,"good",1,0.940606947645341
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,"good",1,0.93285648559997
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,"good",1,0.742143277110848
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,"bad",0,0.308779485406641
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,"good",1,0.882988024404998
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7,"good",1,0.973275232008682
6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6,"good",1,0.750964546686481
6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,"bad",0,0.617373772988812
6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,"bad",0,0.819914988280595
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,"bad",0,0.363042757120561
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,"good",1,0.920501631185633
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,"bad",0,0.793159714827079
7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6,"good",1,0.780042127441602
5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6,"good",1,0.8731142100491
7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6,"good",1,0.912676530024388
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5,"bad",0,0.754340552259733
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,"bad",0,0.363042757120561
6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4,"bad",0,0.3584148636617
6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7,"good",1,0.966523696442972
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5,"bad",0,0.954843809869795
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6,"good",1,0.940479863976113
6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,"good",1,0.906865274477439
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,"good",1,0.920501631185633
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,"good",1,0.784270862957907
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,"good",1,0.950457970480209
5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6,"good",1,0.653396132416658
6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,"good",1,0.498962844551558
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,"good",1,0.496486079698973
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,"good",1,0.880929760509512
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,"good",1,0.383616609573474
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6,"good",1,0.940739004536213
6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5,"bad",0,0.930356410055354
6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6,"good",1,0.893777113283706
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,6,"good",1,0.53566796509626
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,"good",1,0.784270862957907
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,"good",1,0.914180408827917
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,"good",1,0.791636927224935
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,"bad",0,0.505734360774258
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,"good",1,0.883045208020264
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,"good",1,0.817359519372226
5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7,"good",1,0.90493815536321
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,"good",1,0.916697178441032
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,"good",1,0.883045208020264
6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,"good",1,0.938234444948565
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,"bad",0,0.505734360774258
6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6,"good",1,0.90395798787185
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6,"good",1,0.892860552382767
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,"good",1,0.791696720333035
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,"good",1,0.791636927224935
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,"good",1,0.883749865717294
6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6,"good",1,0.6883061889446
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,"good",1,0.915748763933692
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,"good",1,0.894513437350544
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,"bad",0,0.722114351222765
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,"good",1,0.476859268108632
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5,"bad",0,0.922885419845735
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7,"good",1,0.528415707266633
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,"good",1,0.96198886388016
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,"good",1,0.324328647738612
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3,"bad",0,0.125308890949139
8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6,"good",1,0.917179948563245
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,"good",1,0.503679924722064
7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,"good",1,0.934210099384673
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,"bad",0,0.353965389558841
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,"bad",0,0.568585227039499
6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,"good",1,0.940600855406897
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,7,"good",1,0.868816524042568
6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7,"good",1,0.911036524909787
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,"bad",0,0.839237397235437
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,"bad",0,0.48393775297946
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8,"good",1,0.88684098691108
6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,7,"good",1,0.762011363625069
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,"bad",0,0.353965389558841
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,"good",1,0.707591256975352
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,"bad",0,0.568585227039499
6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6,"good",1,0.912820123867125
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,"good",1,0.751825916269791
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,"good",1,0.272409732858349
8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6,"good",1,0.867736460521397
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7,"good",1,0.874623271252064
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,"good",1,0.867643849159208
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7,"good",1,0.874623271252064
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,"good",1,0.272409732858349
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,"bad",0,0.554847604170208
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,"bad",0,0.713605783771965
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,"good",1,0.925725323651826
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,"bad",0,0.463762965808393
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,"good",1,0.898141046490462
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,"good",1,0.642674604485319
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,"bad",0,0.463762965808393
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,"bad",0,0.554847604170208
6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,5,"bad",0,0.490087386261162
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6,"good",1,0.922825573003007
6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7,"good",1,0.930652652263449
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,"bad",0,0.713605783771965
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,"good",1,0.925725323651826
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,"good",1,0.878025856041089
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7,"good",1,0.960684538616456
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,"good",1,0.945837232629179
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,"good",1,0.938227188930592
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,"good",1,0.945837232629179
9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,3,"bad",0,0.929972212231551
6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,"good",1,0.787029332356492
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,"good",1,0.91379985083743
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,7,"good",1,0.923814971406893
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7,"good",1,0.91018344589487
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,"good",1,0.944551597044692
7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7,"good",1,0.845746317131092
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,"good",1,0.236465196588692
5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7,"good",1,0.929895985561091
5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6,"good",1,0.897772041907469
5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6,"good",1,0.894030100908681
6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,"good",1,0.962587064911303
5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,5,"bad",0,0.786307712417615
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,"bad",0,0.860719574068668
6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,"good",1,0.972847114994066
5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,7,"good",1,0.948223106532952
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,"good",1,0.803753648709964
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,"good",1,0.741564899191913
6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,"good",1,0.933856686163012
6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,"bad",0,0.66304259573253
5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,"good",1,0.810702174959133
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,"bad",0,0.806479450320647
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,"good",1,0.765273036635396
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,"good",1,0.664218219084076
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,"good",1,0.737752067421116
6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7,"good",1,0.779746298682126
5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,"good",1,0.61264139997447
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,"good",1,0.767339832793791
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,"good",1,0.531560637721812
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,"good",1,0.531560637721812
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,"good",1,0.531560637721812
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,"good",1,0.821131714321372
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,"good",1,0.516888560393292
6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6,"good",1,0.903518583009256
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,"good",1,0.516888560393292
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5,"bad",0,0.860639758982576
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,"good",1,0.521318913510196
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,"good",1,0.531560637721812
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6,"good",1,0.750134917451872
6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6,"good",1,0.7645853475182
6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6,"good",1,0.711537102944387
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6,"good",1,0.821131714321372
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,"good",1,0.696469273954722
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,"good",1,0.843261469535565
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,"good",1,0.95053843417007
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,"good",1,0.919382898038062
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"good",1,0.949402730869459
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,"good",1,0.941767064747978
5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6,"good",1,0.947190407068091
6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6,"good",1,0.838963096311096
6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7,"good",1,0.922812630793927
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,"good",1,0.919382898038062
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"good",1,0.949402730869459
7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7,"good",1,0.828857438487881
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,"good",1,0.696469273954722
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,"good",1,0.843261469535565
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,"good",1,0.95053843417007
6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6,"good",1,0.879373521521736
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,"good",1,0.927338035323669
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,"good",1,0.857669520520373
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,"good",1,0.946364555799591
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,"good",1,0.640427009120634
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,"good",1,0.914424776135392
