SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
SRPX2,X,73.6,86.5,116.6,90.4,68.1,66.5,165.6,66.2,22.7,71.4,128.8,65.7,17.1,72.3
SHANK2,11,160.3,55.2,349.2,311.5,273.5,233.6,234.8,10.7,56.8,91.5,24,248.5,22.1,55.8
GCK,7,39.4,93.1,66.6,79.1,106.1,119.3,76.1,23.4,21,10.9,17.8,20.4,22.1,76.7
SNX7,1,155.6,241.6,606.7,59.9,337.7,175.2,171.4,182.9,147.3,82,188.2,236,32.3,294.9
NA,NA,8.2,45,463.1,151.3,159.1,126.2,28.4,2065.2,7.2,242.8,120,26.3,9.2,28.3
NA,NA,128.3,390.4,395.1,308.4,702,418.6,191.6,161.6,178.2,86,103.9,81.4,93.7,171.2
CACNA2D2,3,437.5,1472.6,638.7,806,1003.5,1676.1,942.9,183,567.6,502.1,284.5,3226.9,1013.5,667.1
CUX2,12,391.5,27.1,29.2,97.6,114.1,33.9,159.8,81.6,996.4,916.5,455.6,9,969.3,353.6
DDX51,12,124.4,798.8,146.5,151.7,371.2,268,475.3,267,71.8,43.9,121.3,67.1,135.5,70.6
DDX51,12,41.4,831.3,185.1,604.9,907.2,237.1,575.6,192.5,250,71.5,191.1,107.9,118.8,197.7
DDX51,12,19.1,78.3,1137.2,61.8,56.9,46.3,27.4,22,13,5.3,12.1,14.4,3.9,6.5
C5,9,217.5,124.7,222.5,245.4,50.3,220.8,165.4,277.4,342.6,240,231.9,191,186.8,292
C19orf29,19,163.8,159.9,1032.3,898.1,652.8,283.7,67.6,96.9,240.1,157.9,105.2,183.1,121.9,220.7
FBXO46,19,358.3,261.2,53,441.5,831.1,318.8,540,421.9,570.1,577.6,419.3,103.8,289.7,582.8
MDM1,12,306.8,126.4,242.7,125.2,580.9,133.9,524.9,428.4,611.4,727.4,320.9,227,357.3,297.6
PRODH2,19,95.9,315.4,854.4,76.5,110.2,310.9,330.1,43.5,26.7,58.1,54.1,114.4,57.5,104.9
BCAS1,20,118.7,556.7,95.9,37.8,258.2,192.4,312.3,43.7,33.5,109.8,43,273.8,184.2,43.8
C16orf88,16,18.1,25.5,249.6,35.2,76.3,41.4,36.3,97.6,8.8,7.6,13.1,6.3,11.3,9
CCL8,17,99.4,23.2,556.3,46.8,77.1,239.2,40,121.9,4,95.6,6.7,111.5,7.1,24
ANKRD26,10,196.4,14.2,576,230.7,287.7,451.7,262.6,54.6,204.1,104.6,48.1,124.3,53.4,287.7
GALK2,15,135.9,44.6,120.9,52.4,136.3,68,43,151.4,173.4,163.1,65,100.3,112.4,163.2
UBE2D1,10,109.7,23.7,203.2,219.5,62.1,106.5,55.6,196.2,284.2,665.2,118.9,296.1,299.8,447.3
DOPEY2,21,195.8,51.6,59.9,224.4,74,105.3,109.8,197.9,136,530.6,63.3,179.1,101.2,262.3
RSBN1,1,325.5,327,74.9,63.8,271.6,349.4,198.9,398.3,420.2,247.7,116.1,308,712.7,658.6
GAS2,11,27,28,50.8,358.2,355.5,25.6,236.5,209.3,73.2,6.8,33.9,44.7,6.9,19.7
TSPAN9,12,20.2,74.8,52.8,95.3,94.5,146.4,32.8,32.3,103.6,35.1,179.6,42.8,22.4,77.7
SIPA1L3,19,297.5,671.2,779.4,687.6,189,540.7,530.7,282.9,357.5,401.6,366.9,766.6,220.8,673.9
MMACHC,1,252.1,543.2,468.3,84.8,593.1,311.2,865.3,279.5,266.2,284.1,222.4,270.2,227.6,623
SERPINA6,14,29.2,158.8,849.8,502.8,226.1,109.6,577.1,37.1,29.3,30.5,53.8,180,59.5,50.2
DYRK1B,19,110.3,183.3,170,83.7,182.3,213.5,548.4,309,406.3,118.5,131.9,207.8,198.9,362.4
CD1C,1,118.6,902.1,439.3,78.4,1057.3,702.5,587.6,194.9,173.6,188.6,179,326.6,145.2,336.8
TTLL5,14,509.9,234.9,490.3,966.3,354.4,301.2,403.5,310.5,225.2,248,265,212.5,247.4,243.6
ADNP2,18,74.5,47.1,814.6,157.1,90.7,38.6,18.8,75.6,361,88.3,79.1,104.1,175.7,171.4
F12,5,252.2,855.8,173,151.1,929.4,630.2,385.9,271.9,255.1,210.2,254.9,130.6,107.2,158.4
NTRK3,15,464.7,1133.8,1143.9,1612,1556,1482.5,679.4,251.2,2991.6,268.1,259.9,516.7,232.4,254.7
CNGA1,4,170.6,151.3,477.8,38,683.9,655.4,282.3,88.4,86.2,87.4,88.4,80.7,33.4,80.8
BCHE,3,188.7,177.5,35.1,48.7,132.6,62.1,34.2,146.7,32.2,279.2,170.2,225.9,187.8,91.4
MDFIC,7,259.5,275.5,635.4,215.1,149.8,296.3,217.9,202.4,73.6,438.5,944.1,400.6,26.3,658
IL27RA,19,60.3,998.5,100,99.2,1222.2,984.2,631.2,94.6,280.8,108.5,137.6,399,229.8,506
IL27RA,19,520.1,375.4,806.4,627.2,68.5,346.9,633.8,303.6,414.5,520.7,1729.6,489.7,210.8,497.6
NCKAP1L,12,3344.5,47.9,493.1,1367.5,49.6,992.2,257.6,385,1570.2,126.7,2978.9,355.3,467.2,281.4
ARHGAP26,5,12.1,141.8,432.2,73,434.8,113.8,107.6,18.8,15.8,20.7,32.7,39.2,26.7,47.3
USH1C,11,110,143.1,211.1,143.7,699.4,140.2,45.8,20.7,22.1,56.5,42.8,28.4,13.2,40.8
PPFIBP1,12,2.4,13.5,51.9,12.3,219.9,117.6,52.1,5.8,4.7,1.2,2.5,16.8,14.7,62.6
SLIT1,10,227.3,670.1,287.1,191.9,1240.1,848.2,621.9,211.5,170.3,228.6,223.2,207.5,77.9,291.3
NIPAL3,1,29.6,442.3,262.6,22.3,140.7,58.2,72.7,83.9,28,21.8,68.1,41,24.3,53.2
HIPK2,7,17.4,114.9,67.1,55.9,112.5,34.9,44,11.2,10.1,16.3,6.2,23.9,27.8,33.7
NA,NA,112,419.8,288.5,39.3,716.2,308.9,533,72.5,120,77.5,100,178.3,108.2,47.9
UCN,2,755.3,2866.1,395.4,713.8,2973.3,1719.9,1698.5,828.2,748.2,604.1,672.9,727.4,936.3,772.9
ZW10,11,109.2,34,28.5,32.3,48.4,35.1,20.9,128.3,81,43.3,85.9,12.1,74.4,204.1
CTBS,1,378.3,169.9,224.8,368.3,1064.6,789,517.9,179.5,313.5,379.9,342.9,295,362.6,387.7
CD84,1,32.9,104.4,141.1,109,340.2,359.7,93.1,132.5,82.7,44.3,25,113.8,44.7,38.9
CDHR1,10,256,610.9,517.2,464.4,579.8,118.2,485.6,129.9,76.4,130,168.5,163.4,121.3,63
COLQ,3,376.7,920.5,97.3,462,943.2,445.6,541.1,176.7,322.3,275.1,353.9,209.2,239.5,254.5
RPL23AP53,8,44.4,204.9,44.9,9.7,179.3,168.1,108.7,28.4,92.7,51.6,35.4,52.5,23.8,17.2
ZNF337,20,1198.6,2093.8,393.9,2446.1,2384.6,1290.9,1475.8,908.2,999.2,1852.4,1496.7,775.6,843.4,700.8
CD1E,1,18.9,279.1,45.5,22,522.4,368.4,248.2,11,92.6,13.5,40,83.7,71.8,127.4
DBT,1,46.9,186,74,148.9,272.6,303.7,203,17,32.4,47.4,29.6,47.2,35.2,46.7
EGR2,10,813.3,330.3,343.5,210.4,139.4,35.4,336.4,95.2,143.5,868.1,285.6,379.5,1275.4,321.3
NA,NA,5271.8,51.6,657.7,23.5,98.8,140,135.6,37.2,10.7,295.9,500.9,6036.5,16.8,106.3
EDN3,20,64.7,306.4,66,56.3,392.1,256,275.1,91.8,74.9,73.1,38.3,126.1,18.9,19.8
NA,NA,8.6,161,545.1,149.8,517.9,81.4,162.8,11.7,11.2,6.9,20.5,112.6,13.3,26.1
MOG,6,106.9,604.4,208.1,782.1,717.6,628.5,839.5,180.9,229.4,129.1,189.7,290.5,113.7,385.6
MOG,6,47.1,495.9,118,63.7,498.8,129.1,608.5,15.9,62.6,20.3,96.6,72.7,36,78.3
ERC1,12,113.8,243.7,92.2,54.7,557.7,349.3,279.6,93.1,92.9,71.2,26.3,152,184.3,446.7
TTF2,1,14.9,550.8,943.6,58.2,945.1,492.7,468,162.8,167.6,55.8,85.7,129.8,106.1,209.7
IAPP,12,32.8,92.8,75.3,19.3,289.8,386.8,341.6,48.2,27.4,31.1,14,77.4,21.7,98.2
JRK,8,393.1,1512.3,738.2,480.8,1778.8,1765,1145.7,304.5,451.4,307.5,272.9,522.6,641.5,1256
JRK,8,58.5,137.9,136,44.7,184.2,363.1,124.5,160.4,173.8,32,65.2,176.8,438.3,898.7
FMO5,1,520.4,198.6,763.9,253,550.7,289,213,6.8,68.9,30.5,78.5,339.3,139.3,82.4
GPA33,1,119,1181.5,710.2,441.7,1080.8,1083.7,611,179.9,154.6,80.4,207.8,367.7,153.7,480.6
PRKD3,2,63.8,11.2,23.2,27,116,62.1,24.8,50.8,98,8.7,42.4,7.6,30.9,91.8
NAT9,17,637.5,211.2,1067.1,593.2,241.9,670.3,585,690.9,1013.2,608.6,701.3,402.1,594.4,771.2
PACRG,6,73.3,301.7,45.5,338.3,497.2,247.2,22.2,60.6,98.9,37.9,40.5,198.2,72.8,223.8
TPH1,11,3,4,22.7,41.5,31.8,10.9,18.5,1.3,2.4,0.7,11.7,5.5,1.4,5.4
AGXT,2,111.2,350.4,1617.4,346.4,1186.2,1188.2,1194.5,50.9,34.7,20.2,72,344.9,170.9,513.5
GDF11,12,161.2,163.9,97.8,469.7,62.5,248.5,130.6,70.5,136.1,106.9,152,198.6,125.4,143.4
GTF2E1,3,301.2,53.9,237.3,37.1,678.8,502.1,302.4,376.1,207.5,264.3,239.9,387.2,244.7,653.4
DUXAP10,14,414.1,62.9,59.9,387.1,250.8,56.6,117.3,73.9,555.2,91.6,130,69.5,221.6,63.3
C2orf27A,2,101.1,132.8,304.6,211.1,33.7,82.6,221.6,80.4,493.6,71.3,56.2,21.8,117.6,10.6
NA,NA,860.6,2727.6,1440.3,3784.4,3544,3751.2,2355.2,988.9,1223.9,992.5,1302.9,1106.7,980.6,2067.5
AKAP8L,19,79.1,163.9,764.7,426,137,146.6,140.4,179,484.2,144,231.5,199.2,602.6,536.2
CHEK2,22,147.1,96.6,892.2,391.3,57.3,117,40.3,450.1,218.2,312.3,213.9,18.9,116.9,209.1
SLC35D1,1,498.2,648.8,109.8,337.8,984.1,936.3,451.6,453.8,720,581.3,538.3,520.9,509.3,599.1
CD47,3,19.1,66.4,306.1,167.1,354.6,72.5,103.9,51.6,11.6,125.6,94.5,131.7,30.5,46.4
CD47,3,146.6,179.4,103.6,97.9,80.4,158.1,75.7,233.2,92,276.9,127.1,621.7,237.5,35.3
YIPF6,X,658.1,694,519,61.2,979.8,898.7,501.8,330.4,1124.5,790.7,473.3,597.5,752.3,827.5
COL11A1,1,10.3,93.1,187.7,180.7,554.2,1435.7,201.7,1107.8,390.6,1966.8,370.6,53.9,23.6,278.1
PTPN2,18,351.3,274.4,55.1,42.6,91.9,101.3,54.1,245,280.3,182.9,157,255.6,245.4,325.4
CUL2,10,148.6,184.4,597.3,383.7,361.2,537.5,221.4,75,98.9,64.7,126.9,243.1,127,299.5
SLC35A1,6,4224.4,817.3,971.2,1057.8,1168.4,1578.8,693.1,598.8,2696.1,3704.1,5114.3,1986,2301.5,1323
TFF3,21,7.7,23.6,323.2,176.2,277.1,269.1,90.5,2.6,2.9,2.9,4.4,24.9,2.5,18.1
TFF3,21,344.9,670.3,189.2,545.6,1313.5,667.5,720,142,65.2,122.3,277.7,441.2,453.7,364.6
TFF3,21,972.8,2835.2,2668.4,2656.7,4556.6,3231.5,2611.8,415.9,453.9,438.8,183,1074.4,653.6,903.3
TYMS,18,390.5,57.4,93.4,130.2,176.2,118.8,182.9,1164.4,219.3,292.5,629.8,49.3,357.2,782.3
GML,8,25.2,172.9,138.7,104.8,66.6,69,94.1,13.5,9.9,10.1,87.2,34,14.2,29.8
PEX11B,1,805.8,555.4,224.7,550.5,823.5,510.4,437.2,902.2,1263.8,1504,749.8,831.7,2222.7,1933.7
PIK3R4,3,165.7,27.8,86.5,49.5,91.6,69.5,45.8,194,185,161.1,82.5,152.4,82.4,104.1
CRYZ,1,186.9,447.5,237,58.5,218.2,377.5,297.1,946.5,719.1,353.3,131.4,213.3,535.5,462.4
GNL1,6,767.7,983.8,1243.8,2949.6,298.6,241.9,601.2,655.4,539.4,434.3,1106.7,644.4,896.2,481.8
GNL1,6,354.2,373.3,95.2,2172,172.2,88.1,703.4,693.6,864.4,307.2,1270.4,610.9,2542.9,1979.3
GNL1,6,614.9,2391,3012.9,1653.9,3452.3,2958.6,2741.7,309.3,420.1,233.3,579.9,678.8,259.1,420.9
LTBP2,14,761.1,541.1,1326.2,126.5,685.4,489.3,308.3,85,167.2,1364.8,430.3,754.7,62.3,266.5
NA,NA,486.3,245.3,602.9,415.5,409,341.3,179.5,397.6,1013.4,721.1,377.3,183.4,879.7,562.7
GNG11,7,321.8,52.9,463.1,329.2,87.5,282.6,293.4,421.5,673.6,371.6,148.9,720,244.9,268.1
LAMA3,18,75.9,427,587.6,51.6,634.6,524.4,160.9,637.8,13.5,184.6,102.1,918.9,58.1,27.7
HCFC1,X,240.7,63.6,37.3,283.5,27.1,16.5,330.5,925.4,592.9,393.8,347.1,292.1,665.5,623.8
STX4,16,249.3,329.2,38.8,308.8,139.2,316.6,166,320.8,522.6,248.6,121.1,343.1,823.8,899.6
TRAF4,17,1031.6,1372.8,797.9,1294.9,1667.2,1014.9,1160,2286.9,1580.6,2114.9,1644,1555.4,760.4,754
DHFR,5,57.7,183.8,83.5,100,248.6,222.4,164.9,261.2,123.6,205.2,191.9,68.7,53.4,89.5
ZFYVE16,5,2618.5,243.1,474.3,526.4,249.6,227.4,233.8,318.7,554,1118.8,1234.1,313.6,317.9,358.7
BAZ2B,2,1694,661,539,111.6,992.5,750.6,521.8,1114.8,893.5,906.4,1175.6,1220.4,503,389.6
HMOX2,16,320,1205.6,645.4,612.6,851.8,213.9,333.4,645.7,614.4,313.4,347.2,422.8,535.3,561
MIOS,7,187,15,132.5,345,73.9,52.3,29.6,219.8,258.5,508.5,467.8,114.1,279.6,268.1
ITGB2,21,212.2,80.7,82.9,34,68.5,71.5,70,222,164.9,272.1,160.5,309.4,412.1,163.3
SLCO2A1,3,17.3,52.6,532.8,27.2,57.7,53.7,28.4,13.2,17.6,176.6,34.6,552.5,17.4,20.2
PITX1,5,29.5,420.1,160.2,56,167,133.4,206.1,62.3,42.1,58,150.8,58.5,34.2,44.1
NPTX1,17,13.4,406.5,104.5,27.2,657.8,77.7,264.5,10.7,46.2,40.1,12.2,58.8,43,67.8
TCN2,22,360.7,711.5,1209.2,781.4,601.7,786.3,466.5,301.5,267.2,214.6,276.8,434.2,195.2,155.3
APOM,6,32.3,42,266.2,82.9,105.6,80.2,46.7,26,85.4,29.9,53.8,24.3,18.9,29.6
APOM,6,540.8,531.3,1422,441.5,963.2,763.6,800.2,462.5,330.4,248.5,309.4,320.9,236.8,304
APOM,6,100.6,483.8,862.6,26.1,418.8,75.1,526.5,80.2,63.1,27.9,6.7,257.3,91.8,18.7
KLF5,13,116.4,661.8,134.2,331.5,336.6,287.1,154.6,71.2,89.5,85.8,129.6,212.6,143.2,30.2
RCC1,1,336.8,73.9,150.5,422,596.9,731.4,623.8,1294.7,453.9,445.8,292.8,271,222.6,934.2
NFYB,12,1216.2,783.7,509,946.3,1331.8,1606.7,1196.1,1573.7,1334.2,884.8,941.4,887.4,1321.1,1893.1
CADM1,11,176.3,499.5,316.9,347,318.1,821.9,337.1,139.4,128.1,55.4,102.3,2382.9,837.7,463.8
ATP7B,13,225,64.5,576.7,23.8,79.8,77,62.8,169.3,305.7,417.5,18.1,248.7,121.3,104.6
CENPB,20,1861.4,2997.8,349.8,4609.7,3713.7,3924.9,3721.8,1762.4,1850.8,1705.5,1844.9,1773.8,2284.3,2573.2
TRIP11,14,222.3,816.5,215.4,101.4,1067.8,880.1,736.7,276.7,226.8,253.7,209.1,456,332.4,448.1
RBBP6,16,5.2,20.9,372.5,39,53.4,427.2,23.9,8.1,10,1.8,7.2,273.2,342.1,182
TMEM30B,14,33.1,93.4,183.1,33.3,122.3,373.8,233.6,6.2,11.9,109.4,136.7,696.3,67.6,186.9
PRPF4,9,107.5,212.8,270.5,228.4,400.8,348.8,222.7,160.3,248.7,101.2,75.5,96.3,357.6,484.8
PRPF4,9,1131.9,329.9,884.6,1329.7,710.7,1132.5,583.8,1619.7,714.9,850.8,949,594.5,1016.3,1003
NLE1,17,35,137.3,72.7,180.1,166.1,97.1,113.7,24.8,51.3,39.7,66.8,39.3,107,62.4
DNTTIP2,1,223.4,78.6,49.8,513.2,33.2,134,174.5,186.5,148.4,192.9,213.1,157.8,225.6,284.3
APOBEC3C,22,448.5,6613.6,664,1108.1,6013.5,3875.6,4393.5,990.7,909.9,692.1,574.3,627,1646.7,1889.2
APOBEC3C,22,932.3,337.7,768,1065.6,489.3,402.7,374.9,421.1,194.2,777.3,1272.2,165.2,1379.9,1036.2
MYBPC2,19,205,1274.9,156.1,516.2,1730.1,939.3,859.4,173.7,144.1,13521.1,4202.4,180.3,165.2,218
GPR162,12,213,48.2,275.3,253.5,106,98.2,73.2,31.9,176,204.6,326.2,44.6,200.7,63.6
ZFYVE26,14,484.1,415.5,1134.5,437,60.4,246.2,28.2,412.1,352.4,486.3,496.7,395.9,291.7,405.8
GCH1,14,120.9,286.4,46.2,86.5,166.4,336.3,322.8,107.2,178.4,131.8,262,258,167.9,236.7
ACOT7,1,893.7,2025.3,1227.5,2260.6,350.3,1633.5,963.4,2275.1,1265.5,947.5,1475.4,1076.7,1048.1,1203.7
RPS6KB1,17,131.6,110.7,436.9,332.5,791.9,623.6,509,82,118.4,32.7,82.4,126.6,151.3,215.7
BRD3,9,200.1,1502.6,911.4,495.4,1307.2,5337.8,2637.1,81.3,220.2,150.7,86.3,2457.8,3431.4,3283.7
ATP6V1C1,8,261.1,287,971.6,118.4,206.5,358.3,207.3,195,131.4,407,237.2,253.7,213.7,230.2
SNRPD1,18,61,102.1,67.3,178.1,158.7,41,8.1,209.9,64,84.4,65,12.8,47.9,23.2
PREP,6,105.7,315,295.6,147.2,49.2,235.5,102.1,174.6,288.4,205.8,144,177.3,185.4,360.2
DLC1,8,7.2,34,31.4,38.1,225.6,238.1,193.6,8.4,19.4,25.2,11.5,3545.2,407.6,765
ITGB3,17,157.1,114.5,764.4,433,932.3,540.6,431.2,70.5,124.7,127.9,224.8,153.7,82.4,123.9
ACCN2,12,224.4,325.7,933,108.4,1064.7,131.4,440,156.6,257.8,200,217.5,45.6,88.4,220
NA,NA,170.5,286.3,668.6,96.2,158.3,277.2,121.8,98.3,42.3,23.3,37.9,1851.4,40.2,29.1
CNPY2,12,2268.9,866,226.2,2424.6,106.4,1062.4,1288.8,2335.2,1817.5,2246.8,3992,1798.1,2097.8,1847.5
ALDH3B2,11,59.6,656.9,914.5,190.4,640.9,355.6,382.1,67.3,81.9,80.4,97.5,148.1,101.1,45.2
ATG4A,X,55.3,434.2,109.1,51.1,210.7,115.7,553.5,68.6,121.6,137.7,18.6,130.4,164.5,90.9
TMEM47,X,3839.6,766.2,356.6,519.1,173.5,459.4,1052.2,500.8,1302.6,6069.8,2949.4,557,3367.3,2452.6
GGA3,17,883.5,703.6,1835.1,1077.3,316.3,149.8,494.2,1142.4,642.9,477.1,966.7,750.5,546.4,350.9
CHST2,3,9.4,172.8,56.4,12.5,67.7,59,22.3,13.5,13.8,28.7,107.3,122.7,43,49.4
PIK3R3,1,269.2,862.4,559.8,533.4,1347.7,845,872.4,771.2,614.3,634.4,789.7,502,1301,230.2
STXBP3,1,275,191.2,42.8,105.7,366.4,31.5,234.4,301.7,871.1,906.6,127.3,231.5,410.1,243.1
ARSA,22,457.7,308.1,79.9,1160.6,265.6,193,445.3,332.8,715.9,388.5,595.9,252.2,425.7,180.9
PCGF3,4,645.5,202.2,805.2,426.2,88.3,376.7,492.6,337.5,431,472.2,584.5,421.6,433.7,495.7
PARVB,22,257.4,640.8,436.8,66.5,1074.7,378,936,277.4,303,167.8,178.6,327.9,137.2,162
PARVB,22,751.9,289.9,1292.4,126.5,158,76.8,764.6,367.7,500.8,243,664.5,459.5,186.3,448.2
LST1,6,137.4,169.5,649.6,588.2,382.4,194,320.9,71.8,50.5,249.9,340.6,1356.3,42.3,52
NCR3,6,53.9,650.2,302.6,609,1188.2,1030.2,911.1,160.2,178.9,126.3,215.5,277.6,191.4,208.8
PTGS1,9,40.7,676.8,1465.6,249.7,1361.6,844.2,263,161.4,48.3,192,93.9,91,47.2,190.7
MAPK8IP3,16,2460.2,2052,2429.8,3843,1629.6,2467.5,1503.3,1395,1548.4,2056.7,2971.7,766.1,1188.4,906.5
BAZ1A,14,340.1,259.6,85.2,246.7,482.8,579.4,398.9,596.7,2380.4,1592.9,154.3,258.9,665.9,1664.2
DNASE1L3,3,143.4,380.9,535.7,209.5,385,441.2,515.4,160.7,85.1,79.4,82.4,164.4,190.7,166.7
SNX13,7,221.8,94.4,593.5,488,251.6,174.1,244.7,31.4,303.7,209,85.2,293.9,184.2,91.1
MSL3,X,374.5,296.4,499.6,363.4,701.5,554.2,409.8,310.4,401.9,400.8,172,239.3,137.3,161
CYBB,X,37.7,323.2,1035.2,233.7,258.3,864.8,135.4,204.1,209.8,155,138.5,180,94.9,194.5
VSIG4,X,295.4,1035.7,1615.1,499.7,2045.1,783.9,1035.4,167.1,294.1,826.1,442.6,1663,259.5,582.2
DTX2,7,276.4,1231.7,1155.5,69.4,1139,719,732.1,353.7,257.8,422.4,624.5,841.5,364.5,574.4
QPRT,16,446.2,1514.2,379,395.5,649.9,1268.8,868.9,814.1,290.5,811.8,534.6,329.7,531.2,548.3
YAP1,11,118.1,29.1,49,55.3,444,46.9,17.4,48.9,61.5,26.8,42.2,138.9,12.3,194.9
CIR1,2,305.4,30.4,71.8,30.3,340.4,66.5,18.5,185.5,194.3,107.3,89.1,220.9,276.1,375.3
DBN1,5,2064.3,1081.3,579.6,2272.8,1577.5,1587.6,728.1,3968.1,2793.3,1784.2,3504.5,715.6,2003.5,2287.8
ECI1,16,712,165,338.8,954.1,55,539.8,404.1,850,220.7,352.4,809.5,1171,1022.3,931.8
AGTR1,3,72.7,108.1,46,18.3,850.2,672.7,270.8,5.5,12.5,85.6,29.9,126.7,33.4,16
ARF6,14,89.1,280.8,366.4,25.4,393.4,259.2,915.8,79.7,58.2,58.7,98.1,1067.5,928.7,1822
LMNB1,5,157,41.4,80.8,324,47.7,111.8,129.7,626.4,561,778.1,620.5,24.3,231.1,1182.6
EPOR,19,1900,231.2,120.3,561.4,256.1,26.6,290.7,243.8,348.6,955.7,263.9,550.1,577.3,457.6
NCBP1,9,250.5,51.2,1067.3,283.8,219.9,115.1,108.8,468.4,156.8,236.5,147.7,35.8,164.4,106.9
CD79B,17,9.9,82.6,60.2,271.1,44.8,92.3,52.5,7.5,12.6,22.4,40.4,25.1,26.2,29
PTHLH,12,3.7,208.8,161.4,138.5,70.9,149.5,20.9,7.8,12.3,16.9,3.8,10,6,12.8
RYR1,19,165.7,464.3,44.5,171,390.7,282,239.7,7.7,236.1,816.8,261.3,49.2,106.6,214.6
STT3A,11,539.2,340.5,1805.4,1256.4,373.7,458.2,436.4,409.1,205.5,438.6,817.8,735.1,340.3,248.7
ATP5D,19,6661.1,1266.1,8350.1,32700.9,1458.8,3369.4,3038.2,2107.5,3040.8,2364.7,5414.6,2503.1,3628.9,2644
ATP5D,19,1454.2,1627.8,302.2,7370.1,420.6,1148.1,1111.3,1118.7,754.2,703.3,2082.7,189.1,803.1,840.4
FMR1,X,239,73.7,162.7,25.1,19.4,69.4,22.8,188.2,276.7,388.8,113.8,205.8,248.7,165.5
FMR1,X,217.1,255.6,36.8,82,191.8,456.1,217.4,310.4,255.4,297.4,199.7,316.6,287.2,313.9
DMPK,19,255.4,767.9,487,685.4,863.9,580.6,626.8,679.6,407.4,725.5,358.2,233.9,234.9,211.9
DMWD,19,73.3,268.6,232.6,163.6,210.6,174.1,115.3,43.5,42.3,20.1,48.6,41,30.4,39.9
SKIV2L,6,1062,1065.4,135.9,2484,577,677.7,1367.4,796.1,914.9,647,1057.4,628,760.5,353.6
CPOX,3,156.6,92.4,29.1,14.5,198.3,187.3,164.7,486.7,136.5,274.9,130.2,136.8,154.3,199.6
TXNDC9,2,173.7,13.9,261.2,205.9,27,104.6,101.4,293.5,233.5,170.2,92.2,171,186.8,155.8
PC,11,228.1,159.7,137.7,277.2,112,99.4,146.9,299.5,173.4,71.2,59.5,140.4,114.2,55.4
CACNA1C,12,108.7,58.1,32.3,162.4,227.8,211.7,126.3,205.2,9.4,117.2,48.5,29.7,7.2,52.6
CACNA1C,12,6,48.9,89.3,29.7,63.3,64,46.7,4.9,5.9,3.7,9.9,9.3,8.9,8.9
DGKZ,11,1696.4,394.8,4064.9,5008.8,731.8,1329.5,1561.7,985.4,944,1159.6,2394.2,1064.9,1020.6,516.8
CSPG4,15,167.5,82.5,1125.2,347.7,123.2,273.1,112.7,179.3,16.4,418.9,453.3,173.5,14.5,48.7
SLC35D2,9,101.3,152.3,116.8,51.6,116,83.5,157.6,84.8,242.6,82,131.8,209.6,106.5,65.5
CD48,1,109.8,54.7,60.6,46.9,339.1,307.2,115.4,12.7,10.3,60,11.1,180.3,8.2,25.5
NF2,22,454.2,211.5,296.6,870.3,464.6,160.8,189.1,242.1,126.8,209.8,358.8,309.5,117.4,48.7
D4S234E,4,324.3,456,935.1,983.2,517.3,368.8,74,297.3,340,109.6,192.5,184.3,227,179.6
SPDEF,6,251.7,297.5,380.4,530.6,513,225.9,380.6,68.9,113.1,111.2,75.8,50.2,193.2,117.2
BNIP3,10,2126,503.4,168.8,1649.7,383.9,266,485.6,1231.2,759.9,828.9,807.3,387,1532.7,1314.4
C19orf2,19,2051.3,746.2,291.9,519.8,558.4,617.5,718,990.8,2076.5,1287.9,971.2,888.7,1256.4,664.8
FBN2,5,38.1,115.8,867.1,232.4,573.8,134.3,103.4,242.6,53.9,94.7,94.2,107.3,20.1,88.3
MTUS1,8,180.7,135.7,73.8,340.2,188,249.7,26,128.2,49.8,316.4,53.6,1349.8,219,29.7
ADAR,1,2515.7,421.2,711.3,642.3,67.7,306.6,1571.9,2656.2,3133,1718,1694,2721.9,5197.9,1197.9
HNRNPD,4,13.5,95.7,474.8,28,88.4,183,46.6,7.3,6.5,4.1,7.4,12,12.8,6.9
HNRNPD,4,3844.1,1252,1144.5,2812.1,1401.3,1560.6,1007.2,3330.1,3468.7,3259.3,2481,1606.5,1559.7,856.5
CD79A,19,1569.5,576.7,971.3,713.3,646.5,695.6,508.2,469.8,853.6,255.4,953,217.4,312.7,573.3
CD79A,19,66,73.3,210.9,45.7,47.8,13.7,41.1,12.7,150.8,9.5,13.4,12.8,9.5,36.3
CSNK1E,22,439.6,1049.4,1330.5,1535.6,1169.1,2429.3,2657,747.6,984.8,209.3,370.6,1111.6,2463.4,1414.3
ATG13,11,513.6,746.7,182.3,246.5,206.5,110,269.8,468.5,755.6,537,691.1,224.7,637.2,221.1
PLEC,8,1872.9,733.9,1399.9,6209.4,710.6,2250.4,3411.9,3164.3,1050,2249,3815.9,1788.8,3590.6,1071.8
PLEC,8,22,35.2,61.2,54.4,143.1,67.3,64.3,18.3,25.7,9.3,14.2,35.9,134,45.5
PITPNA,17,46.1,417.8,308,70.7,281.3,96.8,111.8,42.6,24.9,95.4,39.8,50.6,36,57.9
RUFY3,4,265.5,1514.3,510.6,1221.6,2985.9,1783.2,1069.2,305,517.6,683.5,232.6,651.1,312.5,643.8
